time	V(vout)	V(n005)	I(D1)
5.755808518810945e-006	4.465973e+000	0.000000e+000	-2.211457e-004
5.762901153475290e-006	4.414019e+000	0.000000e+000	-5.522548e-004
5.768712513848308e-006	4.370536e+000	0.000000e+000	-6.524329e-004
5.773277572871606e-006	4.339676e+000	0.000000e+000	-5.999478e-004
5.777135350832872e-006	4.318211e+000	0.000000e+000	-4.701057e-004
5.779917968099940e-006	4.306723e+000	0.000000e+000	-3.298237e-004
5.783450533091320e-006	4.297816e+000	0.000000e+000	-1.061949e-004
5.787410469707287e-006	4.294800e+000	0.000000e+000	1.806068e-004
5.791522421966751e-006	4.299703e+000	0.000000e+000	5.007634e-004
5.795809323801057e-006	4.313166e+000	0.000000e+000	8.354243e-004
5.800187247597096e-006	4.334700e+000	0.000000e+000	1.151244e-003
5.805020229793614e-006	4.365497e+000	0.000000e+000	1.437619e-003
5.810718433198110e-006	4.406857e+000	0.000000e+000	1.660665e-003
5.817052969288625e-006	4.452990e+000	0.000000e+000	1.739244e-003
5.824195462226015e-006	4.497062e+000	0.000000e+000	1.611623e-003
5.832082034983608e-006	4.530734e+000	0.000000e+000	1.267133e-003
5.836697751082174e-006	4.540490e+000	0.000000e+000	9.858201e-004
5.839633496642073e-006	4.540655e+000	0.000000e+000	7.810300e-004
5.843570949863300e-006	4.534431e+000	0.000000e+000	5.006935e-004
5.847590840414979e-006	4.521870e+000	0.000000e+000	2.324808e-004
5.853668177744461e-006	4.494181e+000	0.000000e+000	-1.059802e-004
5.860038001601682e-006	4.459312e+000	0.000000e+000	-3.500215e-004
5.865547321552200e-006	4.427730e+000	0.000000e+000	-4.425128e-004
5.870226208846007e-006	4.402912e+000	0.000000e+000	-4.221707e-004
5.874214745081408e-006	4.385046e+000	0.000000e+000	-3.360439e-004
5.877131591555712e-006	4.375099e+000	0.000000e+000	-2.329958e-004
5.880826246930587e-006	4.366953e+000	0.000000e+000	-6.313827e-005
5.884587383298015e-006	4.363578e+000	0.000000e+000	1.385922e-004
5.888393987871941e-006	4.365580e+000	0.000000e+000	3.618964e-004
5.892209688718890e-006	4.372939e+000	0.000000e+000	5.912528e-004
5.896132041372580e-006	4.385547e+000	0.000000e+000	8.183685e-004
5.899946308222688e-006	4.402196e+000	0.000000e+000	1.013553e-003
5.905267938696379e-006	4.430154e+000	0.000000e+000	1.224714e-003
5.910904137763802e-006	4.462085e+000	0.000000e+000	1.351849e-003
5.917782527076591e-006	4.499191e+000	0.000000e+000	1.358092e-003
5.924949697025427e-006	4.530575e+000	0.000000e+000	1.211168e-003
5.930737679013806e-006	4.547403e+000	0.000000e+000	9.929033e-004
5.934738697953044e-006	4.552999e+000	0.000000e+000	7.992208e-004
5.937570819330238e-006	4.553065e+000	0.000000e+000	6.483381e-004
5.941614088868082e-006	4.548347e+000	0.000000e+000	4.296306e-004
5.945560117095508e-006	4.539114e+000	0.000000e+000	2.299192e-004
5.951693475030261e-006	4.518057e+000	0.000000e+000	-2.905768e-005
5.957967744013095e-006	4.492153e+000	0.000000e+000	-2.112411e-004
5.963467045423979e-006	4.468356e+000	0.000000e+000	-2.807258e-004
5.968219450801321e-006	4.449374e+000	0.000000e+000	-2.640528e-004
5.972320967271043e-006	4.435662e+000	0.000000e+000	-1.948205e-004
5.975458774704183e-006	4.427760e+000	0.000000e+000	-1.088968e-004
5.978872140479121e-006	4.422255e+000	0.000000e+000	1.166554e-005
5.982321903737915e-006	4.420035e+000	0.000000e+000	1.530332e-004
5.986072336254966e-006	4.421515e+000	0.000000e+000	3.204480e-004
5.989825161613028e-006	4.426982e+000	0.000000e+000	4.921122e-004
5.994025658516793e-006	4.437052e+000	0.000000e+000	6.791297e-004
5.996737278738859e-006	4.445422e+000	0.000000e+000	7.929473e-004
5.997737278738859e-006	4.448985e+000	0.000000e+000	8.318928e-004
5.999000000000000e-006	4.453823e+000	0.000000e+000	8.778946e-004
5.999999999999999e-006	4.457818e+000	0.000000e+000	9.122471e-004
6.001000000000000e-006	4.461928e+000	0.000000e+000	9.449336e-004
6.001002304608790e-006	4.461938e+000	7.605209e-003	9.450052e-004
6.001006913826371e-006	4.461957e+000	2.281563e-002	9.451484e-004
6.001015165410521e-006	4.461992e+000	5.004586e-002	9.454046e-004
6.001023487485516e-006	4.462027e+000	7.750870e-002	9.456628e-004
6.001040131635506e-006	4.462097e+000	1.324344e-001	9.461787e-004
6.001073419935485e-006	4.462238e+000	2.422858e-001	9.472084e-004
6.001118186779440e-006	4.462428e+000	3.900164e-001	9.485899e-004
6.001159841004819e-006	4.462605e+000	5.274753e-001	9.498718e-004
6.001188907761777e-006	4.462731e+000	6.233956e-001	9.507639e-004
6.001223875741682e-006	4.462884e+000	7.387900e-001	9.518340e-004
6.001276297626948e-006	4.463121e+000	9.117821e-001	9.534322e-004
6.001360313597754e-006	4.463525e+000	1.189035e+000	9.559794e-004
6.001488440852859e-006	4.464232e+000	1.611855e+000	9.598289e-004
6.001697604094663e-006	4.465570e+000	2.302094e+000	9.660548e-004
6.001754989300025e-006	4.466007e+000	2.491465e+000	9.677454e-004
6.001869759710748e-006	4.467044e+000	2.870207e+000	9.710910e-004
6.002000000000000e-006	4.468349e+000	3.300000e+000	9.748627e-004
6.002013024028925e-006	4.468501e+000	3.300000e+000	9.752361e-004
6.002039072086775e-006	4.468810e+000	3.300000e+000	9.759816e-004
6.002091168202475e-006	4.469467e+000	3.300000e+000	9.774658e-004
6.002195360433876e-006	4.470933e+000	3.300000e+000	9.804047e-004
6.002403744896676e-006	4.474321e+000	3.300000e+000	9.861796e-004
6.002676687849139e-006	4.479478e+000	3.300000e+000	9.935264e-004
6.003010892751281e-006	4.486630e+000	3.300000e+000	1.002132e-003
6.003375526929379e-006	4.495100e+000	3.300000e+000	1.010904e-003
6.003843659682066e-006	4.506449e+000	3.300000e+000	1.021068e-003
6.004365522781804e-006	4.519278e+000	3.300000e+000	1.030708e-003
6.004988021935610e-006	4.534544e+000	3.300000e+000	1.039297e-003
6.005817560257242e-006	4.554611e+000	3.300000e+000	1.044430e-003
6.007229777393838e-006	4.587707e+000	3.300000e+000	1.032048e-003
6.010054211667031e-006	4.650156e+000	3.300000e+000	9.416079e-004
6.013044072257879e-006	4.709381e+000	3.300000e+000	7.466403e-004
6.016826077025338e-006	4.771450e+000	3.300000e+000	3.515544e-004
6.020632649184190e-006	4.814735e+000	3.300000e+000	-1.968546e-004
6.026124520274470e-006	4.837114e+000	3.300000e+000	-1.161865e-003
6.031633900823242e-006	4.801261e+000	3.300000e+000	-2.184510e-003
6.037224437690149e-006	4.692163e+000	3.300000e+000	-3.083523e-003
6.043156812632544e-006	4.517213e+000	3.300000e+000	-3.630263e-003
6.049146109668292e-006	4.322665e+000	3.300000e+000	-3.466470e-003
6.057871190487922e-006	4.055879e+000	3.300000e+000	-2.009933e-003
6.064577850110859e-006	3.870058e+000	3.300000e+000	1.504608e-005
6.070759201097128e-006	3.711385e+000	3.300000e+000	2.699646e-003
6.080524826097127e-006	3.471725e+000	3.300000e+000	8.040142e-003
6.090290451097127e-006	3.242408e+000	3.300000e+000	1.435618e-002
6.100056076097127e-006	3.025023e+000	3.300000e+000	2.153028e-002
6.109821701097126e-006	2.819993e+000	3.300000e+000	2.936827e-002
6.119587326097126e-006	2.627388e+000	3.300000e+000	3.782445e-002
6.129352951097125e-006	2.447034e+000	3.300000e+000	4.715455e-002
6.139118576097125e-006	2.278617e+000	3.300000e+000	5.793105e-002
6.148884201097125e-006	2.121772e+000	3.300000e+000	7.048404e-002
6.158649826097124e-006	1.976109e+000	3.300000e+000	8.405972e-002
6.168415451097124e-006	1.841158e+000	3.300000e+000	9.707891e-002
6.178181076097123e-006	1.716292e+000	3.300000e+000	1.085294e-001
6.187946701097123e-006	1.600701e+000	3.300000e+000	1.185735e-001
6.197712326097123e-006	1.493456e+000	3.300000e+000	1.278674e-001
6.207477951097122e-006	1.393596e+000	3.300000e+000	1.369024e-001
6.217243576097122e-006	1.300201e+000	3.300000e+000	1.459077e-001
6.227009201097121e-006	1.212425e+000	3.300000e+000	1.549549e-001
6.236774826097121e-006	1.129509e+000	3.300000e+000	1.640435e-001
6.246540451097121e-006	1.050790e+000	3.300000e+000	1.731477e-001
6.256306076097120e-006	9.756919e-001	3.300000e+000	1.822367e-001
6.266071701097120e-006	9.037195e-001	3.300000e+000	1.912832e-001
6.285602951097119e-006	7.675211e-001	3.300000e+000	2.091654e-001
6.305134201097118e-006	6.395030e-001	3.300000e+000	2.266774e-001
6.324665451097117e-006	5.177033e-001	3.300000e+000	2.437636e-001
6.353962326097116e-006	3.436147e-001	3.300000e+000	2.685639e-001
6.373493576097115e-006	2.318362e-001	3.300000e+000	2.845605e-001
6.383259201097115e-006	1.780653e-001	3.300000e+000	2.924043e-001
6.393024826097115e-006	1.309079e-001	3.300000e+000	3.001415e-001
6.400857325046390e-006	1.034420e-001	3.300000e+000	3.062331e-001
6.409192668237304e-006	8.455324e-002	3.300000e+000	3.125287e-001
6.418958293237304e-006	6.940532e-002	3.300000e+000	3.196094e-001
6.428049041288138e-006	5.940468e-002	3.300000e+000	3.258592e-001
6.437814666288138e-006	5.159904e-002	3.300000e+000	3.321653e-001
6.447580291288137e-006	4.570509e-002	3.300000e+000	3.380585e-001
6.457345916288137e-006	4.115368e-002	3.300000e+000	3.435409e-001
6.467111541288137e-006	3.754771e-002	3.300000e+000	3.486300e-001
6.476877166288136e-006	3.462944e-002	3.300000e+000	3.533467e-001
6.486642791288136e-006	3.222243e-002	3.300000e+000	3.577139e-001
6.496408416288135e-006	3.020526e-002	3.300000e+000	3.617543e-001
6.506174041288135e-006	2.849029e-002	3.300000e+000	3.654904e-001
6.515939666288135e-006	2.701449e-002	3.300000e+000	3.689438e-001
6.525705291288134e-006	2.573040e-002	3.300000e+000	3.721350e-001
6.535470916288134e-006	2.460266e-002	3.300000e+000	3.750830e-001
6.545236541288133e-006	2.360370e-002	3.300000e+000	3.778062e-001
6.555002166288133e-006	2.271235e-002	3.300000e+000	3.803212e-001
6.564767791288133e-006	2.191160e-002	3.300000e+000	3.826438e-001
6.574533416288132e-006	2.118809e-002	3.300000e+000	3.847887e-001
6.584299041288132e-006	2.053079e-002	3.300000e+000	3.867693e-001
6.594064666288131e-006	1.993088e-002	3.300000e+000	3.885982e-001
6.603830291288131e-006	1.938091e-002	3.300000e+000	3.902870e-001
6.613595916288131e-006	1.887483e-002	3.300000e+000	3.918465e-001
6.623361541288130e-006	1.840741e-002	3.300000e+000	3.932866e-001
6.633127166288130e-006	1.797437e-002	3.300000e+000	3.946165e-001
6.642892791288129e-006	1.757195e-002	3.300000e+000	3.958446e-001
6.652658416288129e-006	1.719700e-002	3.300000e+000	3.969788e-001
6.662424041288129e-006	1.684675e-002	3.300000e+000	3.980264e-001
6.672189666288128e-006	1.651886e-002	3.300000e+000	3.989940e-001
6.681955291288128e-006	1.621121e-002	3.300000e+000	3.998878e-001
6.691720916288128e-006	1.592202e-002	3.300000e+000	4.007134e-001
6.701486541288127e-006	1.564966e-002	3.300000e+000	4.014763e-001
6.711252166288127e-006	1.539275e-002	3.300000e+000	4.021811e-001
6.721017791288126e-006	1.514999e-002	3.300000e+000	4.028324e-001
6.730783416288126e-006	1.492030e-002	3.300000e+000	4.034342e-001
6.740549041288126e-006	1.470265e-002	3.300000e+000	4.039905e-001
6.750314666288125e-006	1.449617e-002	3.300000e+000	4.045047e-001
6.760080291288125e-006	1.430001e-002	3.300000e+000	4.049801e-001
6.769845916288124e-006	1.411348e-002	3.300000e+000	4.054196e-001
6.779611541288124e-006	1.393590e-002	3.300000e+000	4.058260e-001
6.789377166288124e-006	1.376666e-002	3.300000e+000	4.062019e-001
6.799142791288123e-006	1.360523e-002	3.300000e+000	4.065495e-001
6.808908416288123e-006	1.345110e-002	3.300000e+000	4.068712e-001
6.818674041288122e-006	1.330381e-002	3.300000e+000	4.071688e-001
6.828439666288122e-006	1.316295e-002	3.300000e+000	4.074442e-001
6.838205291288122e-006	1.302813e-002	3.300000e+000	4.076992e-001
6.847970916288121e-006	1.289900e-002	3.300000e+000	4.079352e-001
6.857736541288121e-006	1.277522e-002	3.300000e+000	4.081538e-001
6.867502166288120e-006	1.265650e-002	3.300000e+000	4.083562e-001
6.877267791288120e-006	1.254256e-002	3.300000e+000	4.085437e-001
6.887033416288120e-006	1.243313e-002	3.300000e+000	4.087175e-001
6.896799041288119e-006	1.232798e-002	3.300000e+000	4.088786e-001
6.906564666288119e-006	1.222688e-002	3.300000e+000	4.090279e-001
6.916330291288118e-006	1.212963e-002	3.300000e+000	4.091663e-001
6.926095916288118e-006	1.203602e-002	3.300000e+000	4.092948e-001
6.935861541288118e-006	1.194588e-002	3.300000e+000	4.094139e-001
6.945627166288117e-006	1.185904e-002	3.300000e+000	4.095246e-001
6.955392791288117e-006	1.177533e-002	3.300000e+000	4.096273e-001
6.965158416288116e-006	1.169461e-002	3.300000e+000	4.097226e-001
6.974924041288116e-006	1.161674e-002	3.300000e+000	4.098112e-001
6.984689666288116e-006	1.154158e-002	3.300000e+000	4.098936e-001
6.994455291288115e-006	1.146902e-002	3.300000e+000	4.099701e-001
7.004220916288115e-006	1.139893e-002	3.300000e+000	4.100413e-001
7.013986541288114e-006	1.133121e-002	3.300000e+000	4.101076e-001
7.023752166288114e-006	1.126575e-002	3.300000e+000	4.101692e-001
7.033517791288114e-006	1.120246e-002	3.300000e+000	4.102267e-001
7.043283416288113e-006	1.114124e-002	3.300000e+000	4.102802e-001
7.053049041288113e-006	1.108201e-002	3.300000e+000	4.103300e-001
7.062814666288112e-006	1.102468e-002	3.300000e+000	4.103765e-001
7.072580291288112e-006	1.096918e-002	3.300000e+000	4.104199e-001
7.082345916288112e-006	1.091542e-002	3.300000e+000	4.104604e-001
7.092111541288111e-006	1.086335e-002	3.300000e+000	4.104982e-001
7.101877166288111e-006	1.081289e-002	3.300000e+000	4.105335e-001
7.121408416288110e-006	1.071657e-002	3.300000e+000	4.105975e-001
7.140939666288109e-006	1.062598e-002	3.300000e+000	4.106535e-001
7.160470916288108e-006	1.054071e-002	3.300000e+000	4.107027e-001
7.180002166288108e-006	1.046036e-002	3.300000e+000	4.107460e-001
7.199533416288107e-006	1.038459e-002	3.300000e+000	4.107842e-001
7.219064666288106e-006	1.031307e-002	3.300000e+000	4.108180e-001
7.238595916288105e-006	1.024552e-002	3.300000e+000	4.108481e-001
7.258127166288104e-006	1.018166e-002	3.300000e+000	4.108748e-001
7.277658416288104e-006	1.012125e-002	3.300000e+000	4.108987e-001
7.297189666288103e-006	1.006407e-002	3.300000e+000	4.109201e-001
7.316720916288102e-006	1.000990e-002	3.300000e+000	4.109392e-001
7.336252166288101e-006	9.958569e-003	3.300000e+000	4.109566e-001
7.355783416288100e-006	9.909888e-003	3.300000e+000	4.109722e-001
7.375314666288100e-006	9.863697e-003	3.300000e+000	4.109864e-001
7.394845916288099e-006	9.819846e-003	3.300000e+000	4.109993e-001
7.414377166288098e-006	9.778195e-003	3.300000e+000	4.110111e-001
7.443674041288097e-006	9.719565e-003	3.300000e+000	4.110269e-001
7.472970916288096e-006	9.665200e-003	3.300000e+000	4.110408e-001
7.502267791288094e-006	9.614741e-003	3.300000e+000	4.110531e-001
7.531564666288093e-006	9.567868e-003	3.300000e+000	4.110641e-001
7.560861541288092e-006	9.524290e-003	3.300000e+000	4.110740e-001
7.590158416288091e-006	9.483743e-003	3.300000e+000	4.110828e-001
7.619455291288090e-006	9.445992e-003	3.300000e+000	4.110908e-001
7.643171809145232e-006	9.417548e-003	3.300000e+000	4.110967e-001
7.666888327002373e-006	9.390464e-003	3.300000e+000	4.111022e-001
7.690604844859516e-006	9.364741e-003	3.300000e+000	4.111074e-001
7.714321362716658e-006	9.340377e-003	3.300000e+000	4.111122e-001
7.738037880573799e-006	9.317374e-003	3.300000e+000	4.111167e-001
7.761754398430942e-006	9.295731e-003	3.300000e+000	4.111208e-001
7.785470916288084e-006	9.275448e-003	3.300000e+000	4.111246e-001
7.813372702002369e-006	9.252950e-003	3.300000e+000	4.111289e-001
7.841274487716653e-006	9.231646e-003	3.300000e+000	4.111328e-001
7.869176273430938e-006	9.211536e-003	3.300000e+000	4.111365e-001
7.897078059145222e-006	9.192619e-003	3.300000e+000	4.111400e-001
7.924979844859507e-006	9.174895e-003	3.300000e+000	4.111432e-001
7.952881630573791e-006	9.158365e-003	3.300000e+000	4.111462e-001
7.980783416288076e-006	9.143028e-003	3.300000e+000	4.111489e-001
7.990549041288075e-006	9.137820e-003	3.300000e+000	4.111499e-001
7.991549041288076e-006	9.137277e-003	3.300000e+000	4.111499e-001
7.993549041288077e-006	9.136208e-003	3.300000e+000	4.111501e-001
7.995999999999998e-006	9.134911e-003	3.300000e+000	4.111504e-001
7.996999999999998e-006	9.134407e-003	3.300000e+000	4.111505e-001
7.997999999999999e-006	9.133888e-003	3.300000e+000	4.111505e-001
7.998999999999999e-006	9.133369e-003	3.300000e+000	4.111506e-001
8.000000000000000e-006	9.131154e-003	3.300000e+000	4.111507e-001
8.000014369340110e-006	9.132002e-003	3.252581e+000	4.111507e-001
8.000043108020334e-006	9.132668e-003	3.157743e+000	4.111507e-001
8.000100585380780e-006	9.132599e-003	2.968068e+000	4.111508e-001
8.000177509257571e-006	9.131921e-003	2.714219e+000	4.111508e-001
8.000256232011530e-006	9.130633e-003	2.454434e+000	4.111508e-001
8.000338549162782e-006	9.128450e-003	2.182788e+000	4.111508e-001
8.000413985452349e-006	9.125468e-003	1.933848e+000	4.111508e-001
8.000542746847255e-006	9.118102e-003	1.508935e+000	4.111508e-001
8.000742477210186e-006	9.102312e-003	8.498252e-001	4.111508e-001
8.001000000000000e-006	9.077359e-003	0.000000e+000	4.111508e-001
8.001025752278982e-006	9.074315e-003	0.000000e+000	4.111508e-001
8.001077256836945e-006	9.068208e-003	0.000000e+000	4.111508e-001
8.001180265952871e-006	9.056319e-003	0.000000e+000	4.111508e-001
8.001383911964856e-006	9.034946e-003	0.000000e+000	4.111509e-001
8.001591287375885e-006	9.017197e-003	0.000000e+000	4.111509e-001
8.001806594328829e-006	9.004047e-003	0.000000e+000	4.111509e-001
8.002014995973893e-006	8.996280e-003	0.000000e+000	4.111509e-001
8.002260964162332e-006	8.992096e-003	0.000000e+000	4.111510e-001
8.002536527592794e-006	8.991761e-003	0.000000e+000	4.111510e-001
8.002890495606147e-006	8.995379e-003	0.000000e+000	4.111510e-001
8.003338807197161e-006	9.003052e-003	0.000000e+000	4.111511e-001
8.004031499930795e-006	9.017086e-003	0.000000e+000	4.111512e-001
8.004899875705417e-006	9.035333e-003	0.000000e+000	4.111513e-001
8.006364250124709e-006	9.066144e-003	0.000000e+000	4.111515e-001
8.008050559682252e-006	9.101772e-003	0.000000e+000	4.111517e-001
8.011423178797334e-006	9.173982e-003	0.000000e+000	4.111521e-001
8.018168417027500e-006	9.321607e-003	0.000000e+000	4.111524e-001
8.027934042027499e-006	9.541922e-003	0.000000e+000	4.111514e-001
8.047465292027498e-006	1.000882e-002	0.000000e+000	4.111441e-001
8.057230917027498e-006	1.025715e-002	0.000000e+000	4.111375e-001
8.076762167027497e-006	1.078661e-002	0.000000e+000	4.111186e-001
8.096293417027496e-006	1.136451e-002	0.000000e+000	4.110923e-001
8.115824667027496e-006	1.199737e-002	0.000000e+000	4.110588e-001
8.135355917027495e-006	1.269291e-002	0.000000e+000	4.110182e-001
8.154887167027494e-006	1.346038e-002	0.000000e+000	4.109703e-001
8.174418417027493e-006	1.431094e-002	0.000000e+000	4.109148e-001
8.193949667027492e-006	1.525817e-002	0.000000e+000	4.108513e-001
8.213480917027492e-006	1.631878e-002	0.000000e+000	4.107790e-001
8.223246542027491e-006	1.689791e-002	0.000000e+000	4.107394e-001
8.233012167027491e-006	1.751356e-002	0.000000e+000	4.106972e-001
8.242777792027491e-006	1.816917e-002	0.000000e+000	4.106523e-001
8.252543417027490e-006	1.886864e-002	0.000000e+000	4.106045e-001
8.262309042027490e-006	1.961636e-002	0.000000e+000	4.105537e-001
8.272074667027489e-006	2.041734e-002	0.000000e+000	4.104996e-001
8.281840292027489e-006	2.127730e-002	0.000000e+000	4.104420e-001
8.291605917027489e-006	2.220275e-002	0.000000e+000	4.103805e-001
8.301371542027488e-006	2.320124e-002	0.000000e+000	4.103149e-001
8.311137167027488e-006	2.428142e-002	0.000000e+000	4.102447e-001
8.320902792027487e-006	2.545336e-002	0.000000e+000	4.101695e-001
8.330668417027487e-006	2.672879e-002	0.000000e+000	4.100889e-001
8.340434042027487e-006	2.812139e-002	0.000000e+000	4.100022e-001
8.350199667027486e-006	2.964728e-002	0.000000e+000	4.099089e-001
8.359965292027486e-006	3.132547e-002	0.000000e+000	4.098080e-001
8.369730917027485e-006	3.317850e-002	0.000000e+000	4.096989e-001
8.379496542027485e-006	3.523326e-002	0.000000e+000	4.095804e-001
8.389262167027485e-006	3.752195e-002	0.000000e+000	4.094514e-001
8.399027792027484e-006	4.008338e-002	0.000000e+000	4.093103e-001
8.408793417027484e-006	4.296454e-002	0.000000e+000	4.091557e-001
8.418559042027483e-006	4.622269e-002	0.000000e+000	4.089854e-001
8.428324667027483e-006	4.992814e-002	0.000000e+000	4.087971e-001
8.438090292027483e-006	5.416783e-002	0.000000e+000	4.085879e-001
8.447855917027482e-006	5.905037e-002	0.000000e+000	4.083544e-001
8.457621542027482e-006	6.471308e-002	0.000000e+000	4.080923e-001
8.467387167027481e-006	7.133204e-002	0.000000e+000	4.077964e-001
8.477152792027481e-006	7.913721e-002	0.000000e+000	4.074604e-001
8.486918417027481e-006	8.843529e-002	0.000000e+000	4.070759e-001
8.496684042027480e-006	9.964514e-002	0.000000e+000	4.066327e-001
8.506449667027480e-006	1.133524e-001	0.000000e+000	4.061171e-001
8.516215292027479e-006	1.303900e-001	0.000000e+000	4.055111e-001
8.525980917027479e-006	1.519273e-001	0.000000e+000	4.047903e-001
8.535746542027479e-006	1.782802e-001	0.000000e+000	4.039237e-001
8.545512167027478e-006	2.076126e-001	0.000000e+000	4.028809e-001
8.555277792027478e-006	2.377476e-001	0.000000e+000	4.016442e-001
8.565043417027477e-006	2.679895e-001	0.000000e+000	4.002123e-001
8.574809042027477e-006	2.983520e-001	0.000000e+000	3.985947e-001
8.584574667027477e-006	3.288493e-001	0.000000e+000	3.968038e-001
8.594340292027476e-006	3.594964e-001	0.000000e+000	3.948518e-001
8.604105917027476e-006	3.903084e-001	0.000000e+000	3.927501e-001
8.613871542027475e-006	4.213014e-001	0.000000e+000	3.905091e-001
8.633402792027475e-006	4.838985e-001	0.000000e+000	3.856459e-001
8.652934042027474e-006	5.474331e-001	0.000000e+000	3.803270e-001
8.672465292027473e-006	6.120676e-001	0.000000e+000	3.746049e-001
8.701762167027472e-006	7.114893e-001	0.000000e+000	3.653536e-001
8.731059042027471e-006	8.145329e-001	0.000000e+000	3.553861e-001
8.749195202741756e-006	8.796429e-001	0.000000e+000	3.489003e-001
8.767331363456040e-006	9.475671e-001	0.000000e+000	3.421574e-001
8.785467524170326e-006	1.018306e+000	0.000000e+000	3.351576e-001
8.803603684884610e-006	1.091858e+000	0.000000e+000	3.279008e-001
8.821739845598896e-006	1.168225e+000	0.000000e+000	3.203870e-001
8.839876006313180e-006	1.247406e+000	0.000000e+000	3.126162e-001
8.858012167027465e-006	1.329401e+000	0.000000e+000	3.045883e-001
8.887309042027464e-006	1.472839e+000	0.000000e+000	2.909005e-001
8.916605917027463e-006	1.629961e+000	0.000000e+000	2.762636e-001
8.945902792027462e-006	1.803258e+000	0.000000e+000	2.605172e-001
8.975199667027461e-006	1.995181e+000	0.000000e+000	2.434756e-001
9.004496542027459e-006	2.207892e+000	0.000000e+000	2.249403e-001
9.024027792027459e-006	2.362067e+000	0.000000e+000	2.116569e-001
9.043559042027458e-006	2.526473e+000	0.000000e+000	1.975715e-001
9.063090292027457e-006	2.701155e+000	0.000000e+000	1.826425e-001
9.082621542027456e-006	2.885885e+000	0.000000e+000	1.668431e-001
9.092387167027456e-006	2.981854e+000	0.000000e+000	1.586141e-001
9.102152792027455e-006	3.080089e+000	0.000000e+000	1.501673e-001
9.111918417027455e-006	3.180446e+000	0.000000e+000	1.415065e-001
9.121684042027455e-006	3.282744e+000	0.000000e+000	1.326379e-001
9.131449667027454e-006	3.386758e+000	0.000000e+000	1.235707e-001
9.141215292027454e-006	3.492200e+000	0.000000e+000	1.143175e-001
9.150980917027453e-006	3.598713e+000	0.000000e+000	1.048949e-001
9.160746542027453e-006	3.705835e+000	0.000000e+000	9.532475e-002
9.170512167027453e-006	3.812965e+000	0.000000e+000	8.563483e-002
9.180277792027452e-006	3.919292e+000	0.000000e+000	7.586090e-002
9.190043417027452e-006	4.023679e+000	0.000000e+000	6.604871e-002
9.199809042027452e-006	4.124435e+000	0.000000e+000	5.625729e-002
9.209574667027451e-006	4.218844e+000	0.000000e+000	4.656397e-002
9.219340292027451e-006	4.302050e+000	0.000000e+000	3.707308e-002
9.229105917027450e-006	4.364142e+000	0.000000e+000	2.793311e-002
9.238871542027450e-006	4.383450e+000	0.000000e+000	1.937427e-002
9.248637167027450e-006	4.334284e+000	0.000000e+000	1.162256e-002
9.255013376779846e-006	4.240833e+000	0.000000e+000	7.306152e-003
9.262054097618052e-006	4.073392e+000	0.000000e+000	3.603633e-003
9.269245385309544e-006	3.869293e+000	0.000000e+000	1.101438e-003
9.276559697100550e-006	3.669465e+000	0.000000e+000	-3.333682e-006
9.283604873409619e-006	3.518357e+000	0.000000e+000	1.656182e-004
9.288411864498134e-006	3.453472e+000	0.000000e+000	8.959926e-004
9.291374303292921e-006	3.438115e+000	0.000000e+000	1.589789e-003
9.295179835954882e-006	3.446699e+000	0.000000e+000	2.648808e-003
9.299003275645458e-006	3.484725e+000	0.000000e+000	3.779941e-003
9.304923313909244e-006	3.591700e+000	0.000000e+000	5.479473e-003
9.311049532162674e-006	3.746200e+000	0.000000e+000	6.910497e-003
9.319179125933011e-006	3.985680e+000	0.000000e+000	7.993132e-003
9.327315840785882e-006	4.211954e+000	0.000000e+000	7.952995e-003
9.336433265459165e-006	4.406988e+000	0.000000e+000	6.685765e-003
9.341527835181089e-006	4.470501e+000	0.000000e+000	5.482990e-003
9.344957997891890e-006	4.483549e+000	0.000000e+000	4.478157e-003
9.348082241274200e-006	4.474966e+000	0.000000e+000	3.501988e-003
9.351235845001060e-006	4.447433e+000	0.000000e+000	2.519302e-003
9.356115918346870e-006	4.376315e+000	0.000000e+000	1.103518e-003
9.361775751718346e-006	4.265190e+000	0.000000e+000	-2.334115e-004
9.369189341856841e-006	4.098561e+000	0.000000e+000	-1.333013e-003
9.376384812108905e-006	3.943924e+000	0.000000e+000	-1.612031e-003
9.382993153041214e-006	3.831484e+000	0.000000e+000	-1.153906e-003
9.388316380127575e-006	3.773512e+000	0.000000e+000	-3.547913e-004
9.391581895357098e-006	3.758944e+000	0.000000e+000	3.035712e-004
9.395290497404237e-006	3.764116e+000	0.000000e+000	1.152348e-003
9.398987920240535e-006	3.790702e+000	0.000000e+000	2.024472e-003
9.404729679682955e-006	3.866279e+000	0.000000e+000	3.307587e-003
9.410761221320959e-006	3.977323e+000	0.000000e+000	4.390612e-003
9.418744553020509e-006	4.149502e+000	0.000000e+000	5.222286e-003
9.426310826895537e-006	4.304815e+000	0.000000e+000	5.247422e-003
9.435133418756473e-006	4.446126e+000	0.000000e+000	4.414554e-003
9.440425237501484e-006	4.497053e+000	0.000000e+000	3.541376e-003
9.443901666894097e-006	4.508304e+000	0.000000e+000	2.820316e-003
9.447037992972903e-006	4.502881e+000	0.000000e+000	2.121706e-003
9.450137760486139e-006	4.483469e+000	0.000000e+000	1.431662e-003
9.455031762908716e-006	4.431039e+000	0.000000e+000	4.160810e-004
