"Index","X (mm)","Y (mm)","Arc Angle (Neg = CW)"
"0","10.642195242000001","5.288601492000001",""
"1","10.391038992","5.327156250000001",""
"2","10.150898508000001","5.36240625",""
"3","10.189452984","5.419136754",""
"4","10.218093750000001","5.481925746000001",""
"5","10.236269496","5.549672016000001",""
"6","10.242879012000001","5.621824254000001",""
"7","10.23571875","5.6972812500000005",""
"8","10.215339738","5.769433488000001",""
"9","10.182293004000002","5.836629012",""
"10","10.137129012","5.897214738000001",""
"11","10.175683488","5.924754012",""
"12","10.204875000000001","5.961105504000001",""
"13","10.223601492000002","6.003515484000001",""
"14","10.230211008000001","6.050882742000001",""
"15","10.226355504","6.085581996000001",""
"16","10.216441512000001","6.118077984000001",""
"17","10.20046875","6.147269496000001",""
"18","10.179538992000001","6.173156250000001",""
"19","10.153652238000001","6.194086008",""
"20","10.124461008","6.2100584880000005",""
"21","10.091964738000001","6.219972762",""
"22","10.057265484000002","6.2232772380000005",""
"23","10.022566512000001","6.219972762",""
"24","9.990070242000002","6.2100584880000005",""
"25","9.960327984000001","6.194086008",""
"26","9.934992258000001","6.173156250000001",""
"27","9.913511754000002","6.147269496000001",""
"28","9.897538992000001","6.118077984000001",""
"29","9.887625000000002","6.085581996000001",""
"30","9.884320242000001","6.050882742000001",""
"31","9.885422016000001","6.031054758000001",""
"32","9.829242258","6.035461008",""
"33","9.768105504000001","6.031054758000001",""
"34","9.709172016","6.017836008000001",""
"35","9.653543004000001","5.996355504",""
"36","9.601769496000001","5.967163992000001",""
"37","9.554952984000002","5.931363246000001",""
"38","9.513093750000001","5.888402238000001",""
"39","9.477843750000002","5.839933488000001",""
"40","9.449202984000001","5.785956996",""
"41","9.385312500000001","5.924754012",""
"42","9.325827984000002","6.065202984000001",""
"43","9.270750000000001","6.207304758",""
"44","9.220629012","6.349956996",""
"45","9.174913992","6.493711008000001",""
"46","9.133054758","6.638566512000001",""
"47","9.096152238000002","6.784523508",""
"48","9.063105504000001","6.930480504000001",""
"49","9.010230504","7.224047016",""
"50","8.972777238","7.518714738000001",""
"51","8.950745988000001","7.812831996000001",""
"52","8.943035262","8.105847762",""
"53","9.036668004000001","8.149910262",""
"54","9.130851492000001","8.187363246",""
"55","9.165550746000001","7.921336008000001",""
"56","9.725695242","7.5737930040000006",""
"57","9.692648508000001","7.6883555040000005",""
"58","9.666761754000001","7.801265484000001",""
"59","9.647484516","7.9130742540000005",""
"60","9.634816512","8.022679758",""
"61","9.628757742000001","8.130081996000001",""
"62","9.628757742000001","8.234730504000002",""
"63","9.634816512","8.337175746000002",""
"64","9.645831996000002","8.435765484000001",""
"65","9.657398508","8.501308488000001",""
"66","9.106066512","8.501308488000001",""
"67","9.114327984","8.355902238",""
"68","9.030609516","8.326160262",""
"69","8.946339738","8.292011754",""
"70","8.956804758","8.501308488000001",""
"71","8.316797016","8.501308488000001",""
"72","8.316797016","8.502410262",""
"73","8.956804758","8.502410262",""
"74","8.959558488","8.555836008",""
"75","8.983793004","8.816355504",""
"76","9.018492258","9.07246875",""
"77","9.063105504000001","9.324175746000002",""
"78","9.117081996000001","9.569824254",""
"79","9.179870988000001","9.808863246000001",""
"80","9.251472762","10.040742258000002",""
"81","9.330234516","10.264359516",""
"82","9.483902238","10.300160262",""
"83","9.646933488000002","10.330452984",""
"84","9.819327984000001","10.356339738",""
"85","10.002187500000002","10.37671875",""
"86","10.195511754000002","10.391589738000002",""
"87","10.400402238000002","10.400402238000002",""
"88","10.617410262","10.40315625",""
"89","10.846535262000002","10.399851492000002",""
"90","10.914281250000002","10.323843750000002",""
"91","10.984781250000001","10.238472762",""
"92","11.056933488000002","10.143187500000002",""
"93","11.129636754000002","10.037988246000001",""
"94","11.085574254","10.026972762000002",""
"95","11.039859516","10.003839738000002",""
"96","10.995797016000001","9.970242258",""
"97","10.954488246","9.927831996000002",""
"98","10.940168004","9.909105504000001",""
"99","10.868566512000001","9.974648508000001",""
"100","10.794761754000001","10.033581996",""
"101","10.718754012000002","10.086456996",""
"102","10.640543004000001","10.133273508",""
"103","10.561230504000001","10.172929758",""
"104","10.480816512","10.205976492000001",""
"105","10.399851492000002","10.232413992000001",""
"106","10.318336008000001","10.251691512",""
"107","10.236820242000002","10.263808488",""
"108","10.155304758000002","10.269316512000001",""
"109","10.074339738","10.267113246000001",""
"110","9.994476492","10.257750000000001",""
"111","9.915714738000002","10.240675746",""
"112","9.83915625","10.216441512000001",""
"113","9.763699254","10.183945242000002",""
"114","9.690995988000001","10.144288992000002",""
"115","9.621047016","10.096370988000002",""
"116","9.553851492000001","10.040191512000002",""
"117","9.489961008000002","9.976300746000001",""
"118","9.429925746","9.904148508",""
"119","9.373745988000001","9.823734516",""
"120","9.321422016000001","9.734507742000002",""
"121","9.274054758","9.637019496",""
"122","9.232195242000001","9.53071875",""
"123","9.195293004000002","9.415605504",""
"124","9.163898508","9.291679758",""
"125","9.1385625","9.158941512",""
"126","9.119836008","9.016839738000002",""
"127","9.10771875","8.865925746",""
"128","9.102211008000001","8.705097762000001",""
"129","9.104413992000001","8.535456996",""
"130","9.106066512","8.502410262",""
"131","9.657398508","8.502410262",""
"132","9.662355504","8.531601492000002",""
"133","9.684386754","8.623581996",""
"134","9.710273508","8.71115625",""
"135","9.741117258000001","8.794324254000001",""
"136","9.775816512","8.873086008000001",""
"137","9.814370988000002","8.947441512000001",""
"138","9.856230504000001","9.015738246000002",""
"139","9.901394496000002","9.079077984000001",""
"140","9.949863246000001","9.135808488",""
"141","10.000535262000001","9.18703125",""
"142","10.053961008000002","9.231644496000001",""
"143","10.109589738000002","9.269097762000001",""
"144","10.166870988000001","9.299941512",""
"145","10.225804758","9.323074254000002",""
"146","10.285839738000002","9.339047016",""
"147","10.346425746000001","9.346757742000001",""
"148","10.408113246000001","9.345656250000001",""
"149","10.470351492","9.336293004000002",""
"150","10.532589738000002","9.318117258000001",""
"151","10.594827984000002","9.290577984",""
"152","10.655964738000002","9.253675746",""
"153","10.717101492000001","9.206859516",""
"154","10.776586008","9.150129012",""
"155","10.834968750000002","9.082933488000002",""
"156","10.778238246","9.120386754",""
"157","10.719855504000002","9.15178125",""
"158","10.660370988000002","9.177668004000001",""
"159","10.600886754000001","9.197495988000002",""
"160","10.540851492000002","9.211265484000002",""
"161","10.480265484000002","9.218976492000001",""
"162","10.420230504000001","9.220629012",""
"163","10.360195242000001","9.215672016000001",""
"164","10.275375","9.198047016",""
"165","10.194410262","9.168855504000001",""
"166","10.118402238000002","9.128097762000001",""
"167","10.046800746","9.076875000000001",""
"168","9.980706996","9.016288992000002",""
"169","9.919570242","8.945788992",""
"170","9.864492258","8.867577984",""
"171","9.815472762","8.780554758000001",""
"172","9.772511754000002","8.686922016",""
"173","9.736711008","8.586679758",""
"174","9.714129012","8.502410262",""
"175","10.31503125","8.502410262",""
"176","10.31503125","8.501308488000001",""
"177","9.713577984","8.501308488000001",""
"178","9.708070242000002","8.480929758",""
"179","9.687140484000002","8.369672016",""
"180","9.673370988000002","8.254007742",""
"181","9.668413992000001","8.1339375",""
"182","9.671168004","8.011663992",""
"183","9.683285262","7.886086008",""
"184","9.703113246000001","7.768218750000001",""
"185","9.729550746000001","7.654206996000001",""
"186","9.763148508","7.544601492000001",""
"187","9.802804758","7.439952984000001",""
"188","9.848519496000002","7.341363246000001",""
"189","9.899742258000002","7.248831996000001",""
"190","9.955922016","7.1629102620000005",""
"191","10.017058488000002","7.084148508",""
"192","10.082050746000002","7.013097762",""
"193","10.150898508000001","6.950308488000001",""
"194","10.223601492000002","6.895781250000001",""
"195","10.298507742000002","6.850617258000001",""
"196","10.376168004","6.814816512",""
"197","10.45603125","6.789480504000001",""
"198","10.537547016000001","6.775160262",""
"199","10.620714738000002","6.771304758",""
"200","10.680199254000001","6.776261754000001",""
"201","10.765019496","6.793886754000001",""
"202","10.845433488000001","6.823077984000001",""
"203","10.921441512000001","6.863836008000001",""
"204","10.993043004","6.915058488000001",""
"205","11.0596875","6.975644496000001",""
