time	V(vgate)	V(vout)	I(D3)
3.697931319351285e-007	1.115312e+000	5.036219e-001	3.299612e-001
3.766290694351285e-007	1.114576e+000	5.433559e-001	3.277727e-001
3.834650069351285e-007	1.113795e+000	5.835334e-001	3.254543e-001
3.971368819351285e-007	1.112104e+000	6.653925e-001	3.204510e-001
4.108087569351285e-007	1.110241e+000	7.495874e-001	3.149906e-001
4.244806319351285e-007	1.108204e+000	8.365792e-001	3.091027e-001
4.449884444351285e-007	1.104810e+000	9.735441e-001	2.995091e-001
4.654962569351286e-007	1.100971e+000	1.120394e+000	2.890202e-001
4.791681319351285e-007	1.098132e+000	1.225239e+000	2.815197e-001
4.928400069351284e-007	1.095035e+000	1.336875e+000	2.735904e-001
5.065118819351283e-007	1.091645e+000	1.456528e+000	2.652005e-001
5.201837569351283e-007	1.087914e+000	1.585548e+000	2.563068e-001
5.338556319351282e-007	1.083786e+000	1.725365e+000	2.468546e-001
5.475275069351281e-007	1.079190e+000	1.877426e+000	2.367789e-001
5.611993819351280e-007	1.074041e+000	2.043106e+000	2.260052e-001
5.748712569351279e-007	1.068234e+000	2.223613e+000	2.144531e-001
5.817071944351278e-007	1.065043e+000	2.319732e+000	2.083591e-001
5.885431319351278e-007	1.061636e+000	2.419881e+000	2.020393e-001
5.953790694351278e-007	1.057989e+000	2.524115e+000	1.954839e-001
6.022150069351277e-007	1.054076e+000	2.632460e+000	1.886834e-001
6.090509444351277e-007	1.049869e+000	2.744906e+000	1.816292e-001
6.158868819351276e-007	1.045332e+000	2.861403e+000	1.743135e-001
6.227228194351276e-007	1.040423e+000	2.981857e+000	1.667302e-001
6.295587569351275e-007	1.035094e+000	3.106123e+000	1.588745e-001
6.363946944351275e-007	1.029285e+000	3.233998e+000	1.507436e-001
6.432306319351274e-007	1.022921e+000	3.365210e+000	1.423371e-001
6.500665694351274e-007	1.015910e+000	3.499402e+000	1.336576e-001
6.569025069351273e-007	1.008134e+000	3.636114e+000	1.247108e-001
6.637384444351273e-007	9.994384e-001	3.774752e+000	1.155068e-001
6.705743819351272e-007	9.896162e-001	3.914541e+000	1.060607e-001
6.774103194351272e-007	9.783834e-001	4.054456e+000	9.639373e-002
6.842462569351272e-007	9.653389e-001	4.193109e+000	8.653501e-002
6.910821944351271e-007	9.498994e-001	4.328570e+000	7.652365e-002
6.979181319351271e-007	9.311976e-001	4.458083e+000	6.641190e-002
7.047540694351270e-007	9.079335e-001	4.577642e+000	5.626947e-002
7.115900069351270e-007	8.782157e-001	4.681511e+000	4.618948e-002
7.184259444351269e-007	8.395528e-001	4.762043e+000	3.629570e-002
7.252618819351269e-007	7.892985e-001	4.810579e+000	2.674873e-002
7.320978194351268e-007	7.256651e-001	4.819824e+000	1.774621e-002
7.389337569351268e-007	6.487617e-001	4.786585e+000	9.511366e-003
7.457696944351267e-007	5.608359e-001	4.712878e+000	2.268938e-003
7.526056319351267e-007	4.656203e-001	4.604924e+000	-3.785174e-003
7.594415694351267e-007	3.674574e-001	4.471364e+000	-8.510294e-003
7.662775069351266e-007	2.707111e-001	4.321898e+000	-1.183642e-002
7.731134444351266e-007	1.794682e-001	4.166462e+000	-1.376753e-002
7.799493819351265e-007	9.736700e-002	4.014664e+000	-1.437551e-002
7.867853194351265e-007	2.746233e-002	3.875312e+000	-1.378857e-002
7.936212569351264e-007	-2.790421e-002	3.755996e+000	-1.217833e-002
8.004360534935255e-007	-6.705480e-002	3.663088e+000	-9.752898e-003
8.072719909935254e-007	-8.954187e-002	3.600344e+000	-6.715374e-003
8.141079284935254e-007	-9.607346e-002	3.569098e+000	-3.301515e-003
8.197983208472924e-007	-8.954934e-002	3.568595e+000	-3.198183e-004
8.253457016131454e-007	-7.278698e-002	3.592209e+000	2.570917e-003
8.321816391131453e-007	-4.143602e-002	3.648633e+000	5.941187e-003
8.390175766131453e-007	-1.559736e-003	3.729842e+000	8.955790e-003
8.458535141131452e-007	4.418354e-002	3.831956e+000	1.146693e-002
8.525371229126444e-007	9.130790e-002	3.946149e+000	1.332204e-002
8.593730604126444e-007	1.386312e-001	4.070874e+000	1.453446e-002
8.662089979126443e-007	1.819947e-001	4.196568e+000	1.502991e-002
8.730449354126443e-007	2.187364e-001	4.316523e+000	1.481037e-002
8.798808729126442e-007	2.467587e-001	4.424566e+000	1.391590e-002
8.867168104126442e-007	2.646169e-001	4.515457e+000	1.241641e-002
8.935527479126441e-007	2.715545e-001	4.585155e+000	1.040769e-002
9.003886854126441e-007	2.674961e-001	4.631001e+000	8.008575e-003
9.072246229126440e-007	2.534794e-001	4.653138e+000	5.360002e-003
9.125769153400304e-007	2.356584e-001	4.652509e+000	3.202375e-003
9.186819994994146e-007	2.087012e-001	4.632460e+000	7.708295e-004
9.255179369994145e-007	1.727711e-001	4.590775e+000	-1.776259e-003
9.323538744994145e-007	1.326541e-001	4.532059e+000	-4.008404e-003
9.391898119994144e-007	9.038183e-002	4.460114e+000	-5.801757e-003
9.460257494994144e-007	4.820370e-002	4.379870e+000	-7.069201e-003
9.528616869994143e-007	8.274701e-003	4.296484e+000	-7.762368e-003
9.596976244994144e-007	-2.745055e-002	4.215035e+000	-7.872217e-003
9.665335619994145e-007	-5.731150e-002	4.140255e+000	-7.426235e-003
9.733694994994145e-007	-8.001958e-002	4.076283e+000	-6.483313e-003
9.802054369994146e-007	-9.471692e-002	4.026461e+000	-5.127288e-003
9.870413744994146e-007	-1.010125e-001	3.993199e+000	-3.459919e-003
9.938773119994147e-007	-9.929122e-002	3.977144e+000	-1.595105e-003
9.996205554602210e-007	-9.180612e-002	3.977689e+000	4.628270e-005
1.005078725561193e-006	-7.958848e-002	3.991150e+000	1.596653e-003
1.011914663061193e-006	-5.897957e-002	4.022937e+000	3.432680e-003
1.018750600561194e-006	-3.419752e-002	4.068232e+000	5.072278e-003
1.025586538061194e-006	-6.597456e-003	4.124997e+000	6.430070e-003
1.032422475561194e-006	2.206591e-002	4.189763e+000	7.447852e-003
1.038926403734762e-006	4.870101e-002	4.255466e+000	8.053290e-003
1.045762341234762e-006	7.443631e-002	4.325059e+000	8.289246e-003
1.052598278734762e-006	9.651039e-002	4.391502e+000	8.127812e-003
1.059434216234762e-006	1.137650e-001	4.451416e+000	7.588149e-003
1.066270153734762e-006	1.253940e-001	4.501893e+000	6.713579e-003
1.073106091234762e-006	1.309517e-001	4.540675e+000	5.563860e-003
1.079942028734762e-006	1.303583e-001	4.566253e+000	4.211735e-003
1.086777966234762e-006	1.241408e-001	4.578624e+000	2.738946e-003
1.092214900266101e-006	1.152536e-001	4.578317e+000	1.534768e-003
1.098184852673713e-006	1.017890e-001	4.567429e+000	2.423925e-004
1.105020790173713e-006	8.304210e-002	4.544177e+000	-1.130001e-003
1.111856727673713e-006	6.183725e-002	4.511371e+000	-2.323597e-003
1.118692665173713e-006	3.929338e-002	4.471052e+000	-3.274933e-003
1.125528602673713e-006	1.668576e-002	4.425979e+000	-3.939519e-003
1.132364540173713e-006	-4.782166e-003	4.379036e+000	-4.294580e-003
1.138955967837624e-006	-2.331307e-002	4.334727e+000	-4.332538e-003
1.145791905337624e-006	-3.934446e-002	4.292422e+000	-4.068673e-003
1.152627842837624e-006	-5.145259e-002	4.256127e+000	-3.531087e-003
1.159463780337624e-006	-5.911245e-002	4.227814e+000	-2.760913e-003
1.166299717837624e-006	-6.208979e-002	4.208903e+000	-1.813130e-003
1.173135655337624e-006	-6.058478e-002	4.199819e+000	-7.508065e-004
1.178902481231766e-006	-5.591871e-002	4.200233e+000	1.903696e-004
1.184356677311312e-006	-4.864350e-002	4.208067e+000	1.077181e-003
1.191192614811312e-006	-3.653988e-002	4.226505e+000	2.130452e-003
1.198028552311312e-006	-2.208417e-002	4.252763e+000	3.072892e-003
1.204864489811312e-006	-6.035548e-003	4.285585e+000	3.860789e-003
1.210912756262665e-006	8.741939e-003	4.318697e+000	4.395695e-003
1.216807480581443e-006	2.292856e-002	4.353255e+000	4.738301e-003
1.223643418081443e-006	3.828292e-002	4.393974e+000	4.916163e-003
1.230479355581443e-006	5.173999e-002	4.433351e+000	4.867658e-003
1.237315293081443e-006	6.258223e-002	4.469431e+000	4.596247e-003
1.244151230581443e-006	7.029542e-002	4.500457e+000	4.125150e-003
1.250987168081443e-006	7.456517e-002	4.525026e+000	3.487768e-003
1.257823105581443e-006	7.528508e-002	4.542152e+000	2.725544e-003
1.264659043081443e-006	7.255258e-002	4.551308e+000	1.885455e-003
1.271494980581444e-006	6.666831e-002	4.552475e+000	1.016996e-003
1.278170216996908e-006	5.828070e-002	4.546195e+000	1.894956e-004
1.285006154496908e-006	4.756010e-002	4.532959e+000	-5.906324e-004
1.291842091996908e-006	3.537997e-002	4.514063e+000	-1.262406e-003
1.298678029496909e-006	2.245470e-002	4.490891e+000	-1.791957e-003
1.305513966996909e-006	9.525429e-003	4.465046e+000	-2.155157e-003
1.312349904496909e-006	-2.713482e-003	4.438201e+000	-2.340420e-003
1.318884554187519e-006	-1.314073e-002	4.413169e+000	-2.344732e-003
1.325720491687519e-006	-2.218080e-002	4.389178e+000	-2.176020e-003
1.332556429187519e-006	-2.893351e-002	4.368749e+000	-1.851214e-003
1.339392366687519e-006	-3.309914e-002	4.353027e+000	-1.393706e-003
1.346228304187519e-006	-3.455145e-002	4.342830e+000	-8.352736e-004
1.353064241687519e-006	-3.332135e-002	4.338633e+000	-2.119697e-004
1.359900179187519e-006	-2.961779e-002	4.340475e+000	4.385066e-004
1.366355149036729e-006	-2.407666e-002	4.347710e+000	1.043019e-003
1.373191086536729e-006	-1.645692e-002	4.360663e+000	1.638129e-003
1.380027024036729e-006	-7.586969e-003	4.378098e+000	2.156844e-003
1.386862961536729e-006	2.002593e-003	4.399044e+000	2.573071e-003
1.393583638111077e-006	1.157228e-002	4.421916e+000	2.862433e-003
1.400419575611077e-006	2.089243e-002	4.446227e+000	3.023017e-003
1.407255513111077e-006	2.928506e-002	4.470296e+000	3.045856e-003
1.414091450611077e-006	3.630722e-002	4.492898e+000	2.934170e-003
1.420927388111077e-006	4.161254e-002	4.512932e+000	2.699076e-003
1.427763325611077e-006	4.496603e-002	4.529481e+000	2.358160e-003
1.434599263111077e-006	4.625244e-002	4.541862e+000	1.934279e-003
1.441435200611077e-006	4.547750e-002	4.549648e+000	1.454107e-003
1.448271138111077e-006	4.276225e-002	4.552690e+000	9.465257e-004
1.455107075611078e-006	3.835396e-002	4.551183e+000	4.401364e-004
1.461445756784880e-006	3.297840e-002	4.545905e+000	-2.561293e-006
1.468281694284880e-006	2.615415e-002	4.536599e+000	-4.263509e-004
1.475117631784880e-006	1.871388e-002	4.524441e+000	-7.753156e-004
1.481953569284880e-006	1.107152e-002	4.510260e+000	-1.032112e-003
1.488789506784880e-006	3.615571e-003	4.495018e+000	-1.191916e-003
1.494148705503053e-006	-1.806973e-003	4.482952e+000	-1.239841e-003
1.500211728330434e-006	-7.185618e-003	4.469920e+000	-1.207290e-003
1.507047665830434e-006	-1.213111e-002	4.456723e+000	-1.078764e-003
1.513883603330434e-006	-1.569647e-002	4.445798e+000	-8.638235e-004
1.520719540830434e-006	-1.770974e-002	4.437801e+000	-5.754575e-004
1.527555478330434e-006	-1.812150e-002	4.433167e+000	-2.331002e-004
1.534391415830435e-006	-1.697431e-002	4.432123e+000	1.415802e-004
1.541227353330435e-006	-1.439696e-002	4.434688e+000	5.259943e-004
1.548063290830435e-006	-1.059409e-002	4.440674e+000	8.979331e-004
1.554899228330435e-006	-5.831762e-003	4.449709e+000	1.236788e-003
1.561735165830435e-006	-4.200522e-004	4.461265e+000	1.524629e-003
1.568571103330435e-006	5.306300e-003	4.474689e+000	1.747089e-003
1.575407040830435e-006	1.100789e-002	4.489249e+000	1.894020e-003
1.582242978330435e-006	1.636014e-002	4.504177e+000	1.959886e-003
1.589078915830435e-006	2.107116e-002	4.518712e+000	1.943896e-003
1.595914853330435e-006	2.489696e-002	4.532144e+000	1.849870e-003
1.602750790830435e-006	2.765329e-002	4.543852e+000	1.685854e-003
1.609586728330435e-006	2.922359e-002	4.553336e+000	1.463520e-003
1.616422665830435e-006	2.956271e-002	4.560236e+000	1.197383e-003
1.623258603330435e-006	2.869652e-002	4.564356e+000	9.038859e-004
1.630094540830435e-006	2.671753e-002	4.565659e+000	6.004070e-004
1.636930478330435e-006	2.377700e-002	4.564270e+000	3.042461e-004
1.643766415830435e-006	2.007410e-002	4.560458e+000	3.164751e-005
1.650602353330436e-006	1.584292e-002	4.554621e+000	-2.030838e-004
1.657438290830436e-006	1.133809e-002	4.547252e+000	-3.883253e-004
1.664274228330436e-006	6.819750e-003	4.538911e+000	-5.156988e-004
1.671110165830436e-006	2.519026e-003	4.530174e+000	-5.826828e-004
1.676974877588298e-006	-8.041065e-004	4.522817e+000	-5.881722e-004
1.683352779724678e-006	-3.850878e-003	4.515444e+000	-5.395500e-004
1.690188717224678e-006	-6.363667e-003	4.508682e+000	-4.341223e-004
1.697024654724678e-006	-7.997755e-003	4.503489e+000	-2.813236e-004
1.703860592224678e-006	-8.685948e-003	4.500194e+000	-9.081689e-005
1.710696529724678e-006	-8.428380e-003	4.498995e+000	1.250316e-004
1.717532467224678e-006	-7.278423e-003	4.499962e+000	3.529221e-004
1.724368404724678e-006	-5.337730e-003	4.503038e+000	5.794049e-004
1.731204342224678e-006	-2.748695e-003	4.508054e+000	7.916399e-004
1.738040279724678e-006	3.151246e-004	4.514732e+000	9.780899e-004
1.744876217224679e-006	3.660021e-003	4.522717e+000	1.129113e-003
1.751712154724679e-006	7.083879e-003	4.531590e+000	1.237426e-003
1.758548092224679e-006	1.038796e-002	4.540895e+000	1.298422e-003
1.765384029724679e-006	1.338801e-002	4.550176e+000	1.310322e-003
1.772219967224679e-006	1.592413e-002	4.558986e+000	1.274171e-003
1.779055904724679e-006	1.786885e-002	4.566929e+000	1.193673e-003
1.785891842224679e-006	1.913302e-002	4.573668e+000	1.074885e-003
1.792727779724679e-006	1.966931e-002	4.578947e+000	9.257930e-004
1.799563717224679e-006	1.947322e-002	4.582601e+000	7.557917e-004
1.806399654724679e-006	1.858160e-002	4.584564e+000	5.751054e-004
1.813235592224679e-006	1.706898e-002	4.584867e+000	3.941811e-004
1.820071529724679e-006	1.504188e-002	4.583630e+000	2.230908e-004
1.826907467224679e-006	1.263163e-002	4.581058e+000	7.097479e-005
1.833743404724679e-006	9.986037e-003	4.577421e+000	-5.444057e-005
1.840579342224679e-006	7.260495e-003	4.573041e+000	-1.472286e-004
1.847415279724679e-006	4.609008e-003	4.568265e+000	-2.035300e-004
1.854251217224680e-006	2.175619e-003	4.563453e+000	-2.216930e-004
1.861087154724680e-006	8.671987e-005	4.558949e+000	-2.022820e-004
1.867923092224680e-006	-1.555380e-003	4.555069e+000	-1.479590e-004
1.874759029724680e-006	-2.677305e-003	4.552081e+000	-6.325193e-005
1.881594967224680e-006	-3.237670e-003	4.550190e+000	4.577508e-005
1.888430904724680e-006	-3.228229e-003	4.549535e+000	1.719235e-004
1.895266842224680e-006	-2.673124e-003	4.550177e+000	3.073107e-004
1.902102779724680e-006	-1.626323e-003	4.552102e+000	4.438394e-004
1.908938717224680e-006	-1.674669e-004	4.555224e+000	5.736611e-004
1.915774654724680e-006	1.603583e-003	4.559393e+000	6.896066e-004
1.922610592224680e-006	3.573151e-003	4.564405e+000	7.855616e-004
1.929446529724680e-006	5.620696e-003	4.570016e+000	8.567683e-004
1.936282467224680e-006	7.625885e-003	4.575957e+000	9.000412e-004
1.943118404724680e-006	9.475388e-003	4.581951e+000	9.138852e-004
1.949954342224680e-006	1.106901e-002	4.587726e+000	8.985168e-004
1.956790279724680e-006	1.232483e-002	4.593035e+000	8.557877e-004
1.963626217224680e-006	1.318314e-002	4.597663e+000	7.890206e-004
1.970462154724681e-006	1.360892e-002	4.601445e+000	7.027680e-004
1.977298092224681e-006	1.359285e-002	4.604267e+000	6.025111e-004
1.984134029724681e-006	1.315087e-002	4.606073e+000	4.943168e-004
1.990969967224681e-006	1.233799e-002	4.606915e+000	3.841128e-004
1.996378403704178e-006	1.144954e-002	4.606875e+000	2.997345e-004
2.002538606437693e-006	1.021646e-002	4.606110e+000	2.113760e-004
2.009374543937693e-006	8.679907e-003	4.604595e+000	1.264823e-004
2.016210481437693e-006	7.048925e-003	4.602539e+000	5.914250e-005
2.023046418937693e-006	5.411633e-003	4.600125e+000	1.266493e-005
2.029882356437694e-006	3.858732e-003	4.597568e+000	-1.121874e-005
2.036718293937694e-006	2.472788e-003	4.595081e+000	-1.211648e-005
2.043554231437694e-006	1.323900e-003	4.592868e+000	9.052901e-006
2.050390168937694e-006	4.547973e-004	4.591084e+000	4.964894e-005
2.056306095767246e-006	-3.017557e-005	4.590023e+000	9.879353e-005
2.062623606938634e-006	-2.476114e-004	4.589500e+000	1.629071e-004
2.069459544438634e-006	-1.663705e-004	4.589640e+000	2.406175e-004
2.075663540132274e-006	1.881456e-004	4.590450e+000	3.149903e-004
2.082460798072960e-006	8.568866e-004	4.592082e+000	3.962777e-004
2.089296735572960e-006	1.762172e-003	4.594417e+000	4.732614e-004
2.096132673072960e-006	2.845854e-003	4.597366e+000	5.412849e-004
2.102968610572960e-006	4.038977e-003	4.600804e+000	5.967593e-004
2.109804548072960e-006	5.268657e-003	4.604580e+000	6.369411e-004
2.116640485572960e-006	6.462711e-003	4.608532e+000	6.600507e-004
2.123476423072960e-006	7.553705e-003	4.612490e+000	6.653370e-004
2.130312360572960e-006	8.482581e-003	4.616292e+000	6.530805e-004
2.137148298072960e-006	9.201665e-003	4.619792e+000	6.245399e-004
2.143984235572960e-006	9.676928e-003	4.622863e+000	5.818444e-004
2.150820173072961e-006	9.889376e-003	4.625408e+000	5.278423e-004
2.157656110572961e-006	9.835552e-003	4.627365e+000	4.659136e-004
2.164492048072961e-006	9.527137e-003	4.628704e+000	3.997603e-004
2.171327985572961e-006	8.989710e-003	4.629432e+000	3.331855e-004
2.178163923072961e-006	8.260795e-003	4.629591e+000	2.698753e-004
2.184999860572961e-006	7.387289e-003	4.629251e+000	2.131948e-004
2.191835798072961e-006	6.422474e-003	4.628509e+000	1.660104e-004
2.198671735572961e-006	5.422786e-003	4.627481e+000	1.305459e-004
2.205507673072961e-006	4.444519e-003	4.626293e+000	1.082816e-004
2.212343610572961e-006	3.540670e-003	4.625075e+000	9.989813e-005
2.219179548072961e-006	2.758080e-003	4.623957e+000	1.052680e-004
2.226015485572961e-006	2.135026e-003	4.623054e+000	1.234936e-004
2.232851423072961e-006	1.699384e-003	4.622466e+000	1.529867e-004
2.239687360572961e-006	1.467448e-003	4.622271e+000	1.915842e-004
2.246523298072961e-006	1.443435e-003	4.622523e+000	2.366918e-004
2.253359235572961e-006	1.619698e-003	4.623248e+000	2.854466e-004
2.260195173072961e-006	1.977593e-003	4.624443e+000	3.348881e-004
2.267031110572962e-006	2.488942e-003	4.626080e+000	3.821292e-004
2.273867048072962e-006	3.117972e-003	4.628104e+000	4.245153e-004
2.280702985572962e-006	3.823622e-003	4.630445e+000	4.597653e-004
2.287538923072962e-006	4.562052e-003	4.633013e+000	4.860857e-004
2.294374860572962e-006	5.289225e-003	4.635711e+000	5.022535e-004
2.301210798072962e-006	5.963396e-003	4.638436e+000	5.076637e-004
2.308046735572962e-006	6.547383e-003	4.641088e+000	5.023404e-004
2.314882673072962e-006	7.010495e-003	4.643577e+000	4.869118e-004
2.321718610572962e-006	7.330014e-003	4.645821e+000	4.625532e-004
2.328554548072962e-006	7.492176e-003	4.647757e+000	4.308998e-004
2.335390485572962e-006	7.492614e-003	4.649342e+000	3.939382e-004
2.342226423072962e-006	7.336242e-003	4.650553e+000	3.538809e-004
2.349062360572962e-006	7.036638e-003	4.651389e+000	3.130337e-004
2.355898298072962e-006	6.614948e-003	4.651870e+000	2.736619e-004
2.362734235572962e-006	6.101060e-003	4.652048e+000	2.375436e-004
2.368130728359046e-006	5.646748e-003	4.651997e+000	2.127220e-004
2.373733123433394e-006	5.148333e-003	4.651789e+000	1.918518e-004
2.380569060933394e-006	4.537357e-003	4.651413e+000	1.733244e-004
2.387404998433394e-006	3.952824e-003	4.650978e+000	1.627050e-004
2.394240935933394e-006	3.424682e-003	4.650553e+000	1.605438e-004
2.401076873433394e-006	2.979572e-003	4.650214e+000	1.665832e-004
2.407912810933394e-006	2.638472e-003	4.650030e+000	1.801128e-004
2.414748748433394e-006	2.415457e-003	4.650056e+000	2.000180e-004
2.421525959555800e-006	2.318524e-003	4.650331e+000	2.246650e-004
2.428361897055800e-006	2.345844e-003	4.650887e+000	2.528384e-004
2.435197834555800e-006	2.491070e-003	4.651731e+000	2.825537e-004
2.442033772055800e-006	2.740910e-003	4.652854e+000	3.120248e-004
2.448869709555800e-006	3.076405e-003	4.654236e+000	3.395379e-004
2.455705647055800e-006	3.474479e-003	4.655838e+000	3.635533e-004
2.462541584555800e-006	3.909390e-003	4.657612e+000	3.827865e-004
2.469377522055800e-006	4.354282e-003	4.659503e+000	3.962703e-004
2.476213459555801e-006	4.782742e-003	4.661448e+000	4.033982e-004
2.483049397055801e-006	5.170274e-003	4.663387e+000	4.039447e-004
2.489885334555801e-006	5.495609e-003	4.665260e+000	3.980639e-004
2.496721272055801e-006	5.741786e-003	4.667012e+000	3.862674e-004
2.503557209555801e-006	5.896945e-003	4.668600e+000	3.693815e-004
2.510393147055801e-006	5.954806e-003	4.669988e+000	3.484896e-004
2.517229084555801e-006	5.914817e-003	4.671154e+000	3.248613e-004
2.524065022055801e-006	5.781968e-003	4.672091e+000	2.998741e-004
2.530900959555801e-006	5.566308e-003	4.672801e+000	2.749316e-004
